experiment,dataset,method,target_dim,runs,elapsed_seconds_mean,elapsed_seconds_std,distance_rank_correlation_mean,distance_rank_correlation_std,knn_overlap_mean,knn_overlap_std,cosine_similarity_correlation_mean,cosine_similarity_correlation_std,estimated_flops_mean,estimated_flops_std,reconstruction_mse_mean,reconstruction_mse_std,relative_squared_error_mean,relative_squared_error_std,downstream_accuracy_mean,downstream_accuracy_std
text_bow,twenty_newsgroups_reproduction,rp,200,5,0.035491,0.0014724066014521946,0.33741287220097466,0.00592775401370435,0.5011428571428571,0.033659519683235585,0.3492518248841273,0.007950930950392857,2240000000.0,0.0,0.004810310248285532,7.594192046694342e-06,24.965464782714843,0.03941363423593766,0.6441964285714287,0.0210627252001526
text_bow,twenty_newsgroups_reproduction,rp,400,5,0.060487,0.0011276284849186806,0.36751575937173275,0.013635602125264283,0.4635142857142857,0.044776050449738765,0.48774098947289446,0.03062065914515626,4480000000.0,0.0,0.002415721071884036,9.35810063026368e-06,12.537569999694824,0.04856827073463998,0.7299107142857142,0.020796097676521623
text_bow,twenty_newsgroups_reproduction,rp,700,5,0.0951648,0.003254412967034146,0.4256096847789791,0.013851339733127497,0.5032285714285715,0.05273163477574396,0.6088261348774557,0.03215012923184218,7840000000.0,0.0,0.0013756753411144017,3.871920542154612e-06,7.139742374420166,0.020095167277344218,0.771875,0.023257171924341277
text_bow,twenty_newsgroups_reproduction,srp,10,5,0.026083999999999996,0.004065589206990789,0.08851337921880391,0.019155788542201787,0.027257142857142858,0.009104562659704739,0.08921988794415743,0.020762704942631993,112000000.0,0.0,0.09329986870288849,0.006002693630026664,484.2254577636719,31.153912913515473,0.3508928571428571,0.03597560646054603
text_bow,twenty_newsgroups_reproduction,srp,25,5,0.025637399999999998,0.0033380487473971977,0.1461235832458826,0.009230872267244648,0.08445714285714287,0.015335539622400123,0.1304164815763755,0.020978776175122362,280000000.0,0.0,0.03910530284047127,0.0015982347955913539,202.95616455078124,8.294824065496751,0.40491071428571435,0.010335568663205558
text_bow,twenty_newsgroups_reproduction,srp,50,5,0.0285442,0.0030876498117500305,0.19379837704991063,0.009419742536281112,0.29159999999999997,0.028923459865863987,0.18431238572766173,0.017620342706030547,560000000.0,0.0,0.01972365602850914,0.00047619638282325456,102.36558837890625,2.4714569111721834,0.465625,0.03650355552992792
text_bow,twenty_newsgroups_reproduction,srp,100,5,0.0330746,0.0031416089253756595,0.24045971165538646,0.025496297887981686,0.4569142857142857,0.03757067897133811,0.26586048918054067,0.009769686986518488,1120000000.0,0.0,0.009454021230340004,0.00031044193243707623,49.06628189086914,1.611190347269442,0.5415178571428572,0.014779415497541809
text_bow,twenty_newsgroups_reproduction,srp,200,5,0.044501799999999994,0.0037161207945921254,0.28745585843346877,0.019925581621888636,0.4857428571428571,0.032476855181020496,0.371355542447571,0.01669931589428659,2240000000.0,0.0,0.004926190432161093,9.628433536053505e-05,25.566883087158203,0.49971513499399556,0.6316964285714286,0.009364364715804934
text_bow,twenty_newsgroups_reproduction,srp,400,5,0.068195,0.005426524117701865,0.3059748893620582,0.014851496115575511,0.47300000000000003,0.04117746560279525,0.472915080743192,0.03698485794422119,4480000000.0,0.0,0.002432234026491642,2.7344307983495265e-05,12.623272323608399,0.1419169273135889,0.7138392857142858,0.032266626784986874
text_bow,twenty_newsgroups_reproduction,srp,700,5,0.09691580000000001,0.0019024349029598867,0.3459420029408319,0.018168496699629815,0.5534571428571429,0.08836484664417733,0.6268617452932777,0.026239310791294018,7840000000.0,0.0,0.0013873325660824776,7.387046306617289e-06,7.200243282318115,0.03833889396288235,0.7919642857142858,0.016547993743616634
